Gamma,Lambda,Accuracy
6.866e-05,1.33e-06,100.0
6.866e-05,1.76e-06,100.0
6.866e-05,2.33e-06,100.0
6.866e-05,3.09e-06,100.0
6.866e-05,4.09e-06,100.0
6.866e-05,5.43e-06,100.0
6.866e-05,7.2e-06,100.0
6.866e-05,9.54e-06,100.0
6.866e-05,1.265e-05,100.0
6.866e-05,1.677e-05,100.0
6.866e-05,2.223e-05,100.0
6.866e-05,2.947e-05,100.0
6.866e-05,3.907e-05,100.0
6.866e-05,5.179e-05,100.0
6.866e-05,6.866e-05,100.0
6.866e-05,9.103e-05,100.0
6.866e-05,0.00012068,100.0
6.866e-05,0.00015999,100.0
6.866e-05,0.0002121,100.0
6.866e-05,0.00028118,100.0
6.866e-05,0.00037276,100.0
6.866e-05,0.00049417,100.0
6.866e-05,0.00065513,100.0
6.866e-05,0.00086851,100.0
6.866e-05,0.0011514,100.0
6.866e-05,0.00152642,100.0
6.866e-05,0.00202359,100.0
6.866e-05,0.0026827,100.0
6.866e-05,0.00355648,100.0
6.866e-05,0.00471487,100.0
6.866e-05,0.00625055,100.0
6.866e-05,0.00828643,100.0
6.866e-05,0.01098541,100.0
6.866e-05,0.01456348,100.0
6.866e-05,0.01930698,100.0
6.866e-05,0.02559548,100.0
6.866e-05,0.03393222,100.0
6.866e-05,0.04498433,100.0
6.866e-05,0.05963623,100.0
6.866e-05,0.07906043,100.0
6.866e-05,0.10481131,100.0
6.866e-05,0.13894955,100.0
6.866e-05,0.184207,100.0
6.866e-05,0.24420531,100.0
6.866e-05,0.32374575,100.0
6.866e-05,0.42919343,100.0
6.866e-05,0.5689866,100.0
6.866e-05,0.75431201,100.0
6.866e-05,1.0,100.0
9.103e-05,1e-06,100.0
9.103e-05,1.33e-06,100.0
9.103e-05,1.76e-06,100.0
9.103e-05,2.33e-06,100.0
9.103e-05,3.09e-06,100.0
9.103e-05,4.09e-06,100.0
9.103e-05,5.43e-06,100.0
9.103e-05,7.2e-06,100.0
9.103e-05,9.54e-06,100.0
9.103e-05,1.265e-05,100.0
9.103e-05,1.677e-05,100.0
9.103e-05,2.223e-05,100.0
9.103e-05,2.947e-05,100.0
9.103e-05,3.907e-05,100.0
9.103e-05,5.179e-05,100.0
9.103e-05,6.866e-05,100.0
9.103e-05,9.103e-05,100.0
9.103e-05,0.00012068,100.0
9.103e-05,0.00015999,100.0
9.103e-05,0.0002121,100.0
9.103e-05,0.00028118,100.0
9.103e-05,0.00037276,100.0
9.103e-05,0.00049417,100.0
9.103e-05,0.00065513,100.0
9.103e-05,0.00086851,100.0
9.103e-05,0.0011514,100.0
9.103e-05,0.00152642,100.0
9.103e-05,0.00202359,100.0
9.103e-05,0.0026827,100.0
9.103e-05,0.00355648,100.0
9.103e-05,0.00471487,100.0
9.103e-05,0.00625055,100.0
9.103e-05,0.00828643,100.0
9.103e-05,0.01098541,100.0
9.103e-05,0.01456348,100.0
9.103e-05,0.01930698,100.0
9.103e-05,0.02559548,100.0
9.103e-05,0.03393222,100.0
9.103e-05,0.04498433,100.0
9.103e-05,0.05963623,100.0
9.103e-05,0.07906043,100.0
9.103e-05,0.10481131,100.0
9.103e-05,0.13894955,100.0
9.103e-05,0.184207,100.0
9.103e-05,0.24420531,100.0
9.103e-05,0.32374575,100.0
9.103e-05,0.42919343,100.0
9.103e-05,0.5689866,100.0
9.103e-05,0.75431201,100.0
9.103e-05,1.0,100.0
0.00012068,1e-06,100.0
0.00012068,1.33e-06,100.0
0.00012068,1.76e-06,100.0
0.00012068,2.33e-06,100.0
0.00012068,3.09e-06,100.0
0.00012068,4.09e-06,100.0
0.00012068,5.43e-06,100.0
0.00012068,7.2e-06,100.0
0.00012068,9.54e-06,100.0
0.00012068,1.265e-05,100.0
0.00012068,1.677e-05,100.0
0.00012068,2.223e-05,100.0
0.00012068,2.947e-05,100.0
0.00012068,3.907e-05,100.0
0.00012068,5.179e-05,100.0
0.00012068,6.866e-05,100.0
0.00012068,9.103e-05,100.0
0.00012068,0.00012068,100.0
0.00012068,0.00015999,100.0
0.00012068,0.0002121,100.0
0.00012068,0.00028118,100.0
0.00012068,0.00037276,100.0
0.00012068,0.00049417,100.0
0.00012068,0.00065513,100.0
0.00012068,0.00086851,100.0
0.00012068,0.0011514,100.0
0.00012068,0.00152642,100.0
0.00012068,0.00202359,100.0
0.00012068,0.0026827,100.0
0.00012068,0.00355648,100.0
0.00012068,0.00471487,100.0
0.00012068,0.00625055,100.0
0.00012068,0.00828643,100.0
0.00012068,0.01098541,100.0
0.00012068,0.01456348,100.0
0.00012068,0.01930698,100.0
0.00012068,0.02559548,100.0
0.00012068,0.03393222,100.0
0.00012068,0.04498433,100.0
0.00012068,0.05963623,100.0
0.00012068,0.07906043,100.0
0.00012068,0.10481131,100.0
0.00012068,0.13894955,100.0
0.00012068,0.184207,100.0
0.00012068,0.24420531,100.0
0.00012068,0.32374575,100.0
0.00012068,0.42919343,100.0
0.00012068,0.5689866,100.0
0.00012068,0.75431201,100.0
0.00012068,1.0,100.0
0.00015999,1e-06,100.0
0.00015999,1.33e-06,100.0
0.00015999,1.76e-06,100.0
0.00015999,2.33e-06,100.0
0.00015999,3.09e-06,100.0
0.00015999,4.09e-06,100.0
0.00015999,5.43e-06,100.0
0.00015999,7.2e-06,100.0
0.00015999,9.54e-06,100.0
0.00015999,1.265e-05,100.0
0.00015999,1.677e-05,100.0
0.00015999,2.223e-05,100.0
0.00015999,2.947e-05,100.0
0.00015999,3.907e-05,100.0
0.00015999,5.179e-05,100.0
0.00015999,6.866e-05,100.0
0.00015999,9.103e-05,100.0
0.00015999,0.00012068,100.0
0.00015999,0.00015999,100.0
0.00015999,0.0002121,100.0
0.00015999,0.00028118,100.0
0.00015999,0.00037276,100.0
0.00015999,0.00049417,100.0
0.00015999,0.00065513,100.0
0.00015999,0.00086851,100.0
0.00015999,0.0011514,100.0
0.00015999,0.00152642,100.0
0.00015999,0.00202359,100.0
0.00015999,0.0026827,100.0
0.00015999,0.00355648,100.0
0.00015999,0.00471487,100.0
0.00015999,0.00625055,100.0
0.00015999,0.00828643,100.0
0.00015999,0.01098541,100.0
0.00015999,0.01456348,100.0
0.00015999,0.01930698,100.0
0.00015999,0.02559548,100.0
0.00015999,0.03393222,100.0
0.00015999,0.04498433,100.0
0.00015999,0.05963623,100.0
0.00015999,0.07906043,100.0
0.00015999,0.10481131,100.0
0.00015999,0.13894955,100.0
0.00015999,0.184207,100.0
0.00015999,0.24420531,100.0
0.00015999,0.32374575,100.0
0.00015999,0.42919343,100.0
0.00015999,0.5689866,100.0
0.00015999,0.75431201,100.0
0.00015999,1.0,100.0
0.0002121,1e-06,100.0
0.0002121,1.33e-06,100.0
0.0002121,1.76e-06,100.0
0.0002121,2.33e-06,100.0
0.0002121,3.09e-06,100.0
0.0002121,4.09e-06,100.0
0.0002121,5.43e-06,100.0
0.0002121,7.2e-06,100.0
0.0002121,9.54e-06,100.0
0.0002121,1.265e-05,100.0
0.0002121,1.677e-05,100.0
0.0002121,2.223e-05,100.0
0.0002121,2.947e-05,100.0
0.0002121,3.907e-05,100.0
0.0002121,5.179e-05,100.0
0.0002121,6.866e-05,100.0
0.0002121,9.103e-05,100.0
0.0002121,0.00012068,100.0
0.0002121,0.00015999,100.0
0.0002121,0.0002121,100.0
0.0002121,0.00028118,100.0
0.0002121,0.00037276,100.0
0.0002121,0.00049417,100.0
0.0002121,0.00065513,100.0
0.0002121,0.00086851,100.0
0.0002121,0.0011514,100.0
0.0002121,0.00152642,100.0
0.0002121,0.00202359,100.0
0.0002121,0.0026827,100.0
0.0002121,0.00355648,100.0
0.0002121,0.00471487,100.0
0.0002121,0.00625055,100.0
0.0002121,0.00828643,100.0
0.0002121,0.01098541,100.0
0.0002121,0.01456348,100.0
0.0002121,0.01930698,100.0
0.0002121,0.02559548,100.0
0.0002121,0.03393222,100.0
0.0002121,0.04498433,100.0
0.0002121,0.05963623,100.0
0.0002121,0.07906043,100.0
0.0002121,0.10481131,100.0
0.0002121,0.13894955,100.0
0.0002121,0.184207,100.0
0.0002121,0.24420531,100.0
0.0002121,0.32374575,100.0
0.0002121,0.42919343,100.0
0.0002121,0.5689866,100.0
0.0002121,0.75431201,100.0
0.0002121,1.0,100.0
0.00028118,1e-06,100.0
0.00028118,1.33e-06,100.0
0.00028118,1.76e-06,100.0
0.00028118,2.33e-06,100.0
0.00028118,3.09e-06,100.0
0.00028118,4.09e-06,100.0
0.00028118,5.43e-06,100.0
0.00028118,7.2e-06,100.0
0.00028118,9.54e-06,100.0
0.00028118,1.265e-05,100.0
0.00028118,1.677e-05,100.0
0.00028118,2.223e-05,100.0
0.00028118,2.947e-05,100.0
0.00028118,3.907e-05,100.0
0.00028118,5.179e-05,100.0
0.00028118,6.866e-05,100.0
0.00028118,9.103e-05,100.0
0.00028118,0.00012068,100.0
0.00028118,0.00015999,100.0
0.00028118,0.0002121,100.0
0.00028118,0.00028118,100.0
0.00028118,0.00037276,100.0
0.00028118,0.00049417,100.0
0.00028118,0.00065513,100.0
0.00028118,0.00086851,100.0
0.00028118,0.0011514,100.0
0.00028118,0.00152642,100.0
0.00028118,0.00202359,100.0
0.00028118,0.0026827,100.0
0.00028118,0.00355648,100.0
0.00028118,0.00471487,100.0
0.00028118,0.00625055,100.0
0.00028118,0.00828643,100.0
0.00028118,0.01098541,100.0
0.00028118,0.01456348,100.0
0.00028118,0.01930698,100.0
0.00028118,0.02559548,100.0
0.00028118,0.03393222,100.0
0.00028118,0.04498433,100.0
0.00028118,0.05963623,100.0
0.00028118,0.07906043,100.0
0.00028118,0.10481131,100.0
0.00028118,0.13894955,100.0
0.00028118,0.184207,100.0
0.00028118,0.24420531,100.0
0.00028118,0.32374575,100.0
0.00028118,0.42919343,100.0
0.00028118,0.5689866,100.0
0.00028118,0.75431201,100.0
0.00028118,1.0,100.0
0.00037276,1e-06,100.0
0.00037276,1.33e-06,100.0
0.00037276,1.76e-06,100.0
0.00037276,2.33e-06,100.0
0.00037276,3.09e-06,100.0
0.00037276,4.09e-06,100.0
0.00037276,5.43e-06,100.0
0.00037276,7.2e-06,100.0
0.00037276,9.54e-06,100.0
0.00037276,1.265e-05,100.0
0.00037276,1.677e-05,100.0
0.00037276,2.223e-05,100.0
0.00037276,2.947e-05,100.0
0.00037276,3.907e-05,100.0
0.00037276,5.179e-05,100.0
0.00037276,6.866e-05,100.0
0.00037276,9.103e-05,100.0
0.00037276,0.00012068,100.0
0.00037276,0.00015999,100.0
0.00037276,0.0002121,100.0
0.00037276,0.00028118,100.0
0.00037276,0.00037276,100.0
0.00037276,0.00049417,100.0
0.00037276,0.00065513,100.0
0.00037276,0.00086851,100.0
0.00037276,0.0011514,100.0
0.00037276,0.00152642,100.0
0.00037276,0.00202359,100.0
0.00037276,0.0026827,100.0
0.00037276,0.00355648,100.0
0.00037276,0.00471487,100.0
0.00037276,0.00625055,100.0
0.00037276,0.00828643,100.0
0.00037276,0.01098541,100.0
0.00037276,0.01456348,100.0
0.00037276,0.01930698,100.0
0.00037276,0.02559548,100.0
0.00037276,0.03393222,100.0
0.00037276,0.04498433,100.0
0.00037276,0.05963623,100.0
0.00037276,0.07906043,100.0
0.00037276,0.10481131,100.0
0.00037276,0.13894955,100.0
0.00037276,0.184207,100.0
0.00037276,0.24420531,100.0
0.00037276,0.32374575,100.0
0.00037276,0.42919343,100.0
0.00037276,0.5689866,100.0
0.00037276,0.75431201,100.0
0.00037276,1.0,100.0
0.00049417,1e-06,100.0
0.00049417,1.33e-06,100.0
0.00049417,1.76e-06,100.0
0.00049417,2.33e-06,100.0
0.00049417,3.09e-06,100.0
0.00049417,4.09e-06,100.0
0.00049417,5.43e-06,100.0
0.00049417,7.2e-06,100.0
0.00049417,9.54e-06,100.0
0.00049417,1.265e-05,100.0
0.00049417,1.677e-05,100.0
0.00049417,2.223e-05,100.0
0.00049417,2.947e-05,100.0
0.00049417,3.907e-05,100.0
0.00049417,5.179e-05,100.0
0.00049417,6.866e-05,100.0
0.00049417,9.103e-05,100.0
0.00049417,0.00012068,100.0
0.00049417,0.00015999,100.0
0.00049417,0.0002121,100.0
0.00049417,0.00028118,100.0
0.00049417,0.00037276,100.0
0.00049417,0.00049417,100.0
0.00049417,0.00065513,100.0
0.00049417,0.00086851,100.0
0.00049417,0.0011514,100.0
0.00049417,0.00152642,100.0
0.00049417,0.00202359,100.0
0.00049417,0.0026827,100.0
0.00049417,0.00355648,100.0
0.00049417,0.00471487,100.0
0.00049417,0.00625055,100.0
0.00049417,0.00828643,100.0
0.00049417,0.01098541,100.0
0.00049417,0.01456348,100.0
0.00049417,0.01930698,100.0
0.00049417,0.02559548,100.0
0.00049417,0.03393222,100.0
0.00049417,0.04498433,100.0
0.00049417,0.05963623,100.0
0.00049417,0.07906043,100.0
0.00049417,0.10481131,100.0
0.00049417,0.13894955,100.0
0.00049417,0.184207,100.0
0.00049417,0.24420531,100.0
0.00049417,0.32374575,100.0
0.00049417,0.42919343,100.0
0.00049417,0.5689866,100.0
0.00049417,0.75431201,100.0
0.00049417,1.0,100.0
0.00065513,1e-06,100.0
0.00065513,1.33e-06,100.0
0.00065513,1.76e-06,100.0
0.00065513,2.33e-06,100.0
0.00065513,3.09e-06,100.0
0.00065513,4.09e-06,100.0
0.00065513,5.43e-06,100.0
0.00065513,7.2e-06,100.0
0.00065513,9.54e-06,100.0
0.00065513,1.265e-05,100.0
0.00065513,1.677e-05,100.0
0.00065513,2.223e-05,100.0
0.00065513,2.947e-05,100.0
0.00065513,3.907e-05,100.0
0.00065513,5.179e-05,100.0
0.00065513,6.866e-05,100.0
0.00065513,9.103e-05,100.0
0.00065513,0.00012068,100.0
0.00065513,0.00015999,100.0
0.00065513,0.0002121,100.0
0.00065513,0.00028118,100.0
0.00065513,0.00037276,100.0
0.00065513,0.00049417,100.0
0.00065513,0.00065513,100.0
0.00065513,0.00086851,100.0
0.00065513,0.0011514,100.0
0.00065513,0.00152642,100.0
0.00065513,0.00202359,100.0
0.00065513,0.0026827,100.0
0.00065513,0.00355648,100.0
0.00065513,0.00471487,100.0
0.00065513,0.00625055,100.0
0.00065513,0.00828643,100.0
0.00065513,0.01098541,100.0
0.00065513,0.01456348,100.0
0.00065513,0.01930698,100.0
0.00065513,0.02559548,100.0
0.00065513,0.03393222,100.0
0.00065513,0.04498433,100.0
0.00065513,0.05963623,100.0
0.00065513,0.07906043,100.0
0.00065513,0.10481131,100.0
0.00065513,0.13894955,100.0
0.00065513,0.184207,100.0
0.00065513,0.24420531,100.0
0.00065513,0.32374575,100.0
0.00065513,0.42919343,100.0
0.00065513,0.5689866,100.0
0.00065513,0.75431201,100.0
0.00065513,1.0,100.0
0.00086851,1e-06,100.0
0.00086851,1.33e-06,100.0
0.00086851,1.76e-06,100.0
0.00086851,2.33e-06,100.0
0.00086851,3.09e-06,100.0
0.00086851,4.09e-06,100.0
0.00086851,5.43e-06,100.0
0.00086851,7.2e-06,100.0
0.00086851,9.54e-06,100.0
0.00086851,1.265e-05,100.0
0.00086851,1.677e-05,100.0
0.00086851,2.223e-05,100.0
0.00086851,2.947e-05,100.0
0.00086851,3.907e-05,100.0
0.00086851,5.179e-05,100.0
0.00086851,6.866e-05,100.0
0.00086851,9.103e-05,100.0
0.00086851,0.00012068,100.0
0.00086851,0.00015999,100.0
0.00086851,0.0002121,100.0
0.00086851,0.00028118,100.0
0.00086851,0.00037276,100.0
0.00086851,0.00049417,100.0
0.00086851,0.00065513,100.0
0.00086851,0.00086851,100.0
0.00086851,0.0011514,100.0
0.00086851,0.00152642,100.0
0.00086851,0.00202359,100.0
0.00086851,0.0026827,100.0
0.00086851,0.00355648,100.0
0.00086851,0.00471487,100.0
0.00086851,0.00625055,100.0
0.00086851,0.00828643,100.0
0.00086851,0.01098541,100.0
0.00086851,0.01456348,100.0
0.00086851,0.01930698,100.0
0.00086851,0.02559548,100.0
0.00086851,0.03393222,100.0
0.00086851,0.04498433,100.0
0.00086851,0.05963623,100.0
0.00086851,0.07906043,100.0
0.00086851,0.10481131,100.0
0.00086851,0.13894955,100.0
0.00086851,0.184207,100.0
0.00086851,0.24420531,100.0
0.00086851,0.32374575,100.0
0.00086851,0.42919343,100.0
0.00086851,0.5689866,100.0
0.00086851,0.75431201,100.0
0.00086851,1.0,100.0
0.0011514,1e-06,100.0
0.0011514,1.33e-06,100.0
0.0011514,1.76e-06,100.0
0.0011514,2.33e-06,100.0
0.0011514,3.09e-06,100.0
0.0011514,4.09e-06,100.0
0.0011514,5.43e-06,100.0
0.0011514,7.2e-06,100.0
0.0011514,9.54e-06,100.0
0.0011514,1.265e-05,100.0
0.0011514,1.677e-05,100.0
0.0011514,2.223e-05,100.0
0.0011514,2.947e-05,100.0
0.0011514,3.907e-05,100.0
0.0011514,5.179e-05,100.0
0.0011514,6.866e-05,100.0
0.0011514,9.103e-05,100.0
0.0011514,0.00012068,100.0
0.0011514,0.00015999,100.0
0.0011514,0.0002121,100.0
0.0011514,0.00028118,100.0
0.0011514,0.00037276,100.0
0.0011514,0.00049417,100.0
0.0011514,0.00065513,100.0
0.0011514,0.00086851,100.0
0.0011514,0.0011514,100.0
0.0011514,0.00152642,100.0
0.0011514,0.00202359,100.0
0.0011514,0.0026827,100.0
0.0011514,0.00355648,100.0
0.0011514,0.00471487,100.0
0.0011514,0.00625055,100.0
0.0011514,0.00828643,100.0
0.0011514,0.01098541,100.0
0.0011514,0.01456348,100.0
0.0011514,0.01930698,99.81884057971014
0.0011514,0.02559548,99.81884057971014
0.0011514,0.03393222,99.81884057971014
0.0011514,0.04498433,99.81884057971014
0.0011514,0.05963623,99.81884057971014
0.0011514,0.07906043,99.81884057971014
0.0011514,0.10481131,99.81884057971014
0.0011514,0.13894955,99.81884057971014
0.0011514,0.184207,99.81884057971014
0.0011514,0.24420531,99.63768115942028
0.0011514,0.32374575,99.63768115942028
0.0011514,0.42919343,99.63768115942028
0.0011514,0.5689866,99.63768115942028
0.0011514,0.75431201,99.63768115942028
0.0011514,1.0,99.63768115942028
0.00152642,1e-06,99.45652173913044
0.00152642,1.33e-06,99.45652173913044
0.00152642,1.76e-06,99.45652173913044
0.00152642,2.33e-06,99.45652173913044
0.00152642,3.09e-06,99.45652173913044
0.00152642,4.09e-06,99.45652173913044
0.00152642,5.43e-06,99.45652173913044
0.00152642,7.2e-06,99.45652173913044
0.00152642,9.54e-06,99.45652173913044
0.00152642,1.265e-05,99.45652173913044
0.00152642,1.677e-05,99.45652173913044
0.00152642,2.223e-05,99.45652173913044
0.00152642,2.947e-05,99.45652173913044
0.00152642,3.907e-05,99.45652173913044
0.00152642,5.179e-05,99.45652173913044
0.00152642,6.866e-05,99.45652173913044
0.00152642,9.103e-05,99.45652173913044
0.00152642,0.00012068,99.45652173913044
0.00152642,0.00015999,99.45652173913044
0.00152642,0.0002121,99.45652173913044
0.00152642,0.00028118,99.45652173913044
0.00152642,0.00037276,99.45652173913044
0.00152642,0.00049417,99.45652173913044
0.00152642,0.00065513,99.45652173913044
0.00152642,0.00086851,99.45652173913044
0.00152642,0.0011514,99.45652173913044
0.00152642,0.00152642,99.45652173913044
0.00152642,0.00202359,99.45652173913044
0.00152642,0.0026827,99.45652173913044
0.00152642,0.00355648,99.45652173913044
0.00152642,0.00471487,99.45652173913044
0.00152642,0.00625055,99.45652173913044
0.00152642,0.00828643,99.45652173913044
0.00152642,0.01098541,99.45652173913044
0.00152642,0.01456348,99.45652173913044
0.00152642,0.01930698,99.45652173913044
0.00152642,0.02559548,99.45652173913044
0.00152642,0.03393222,99.45652173913044
0.00152642,0.04498433,99.45652173913044
0.00152642,0.05963623,99.45652173913044
0.00152642,0.07906043,99.45652173913044
0.00152642,0.10481131,99.45652173913044
0.00152642,0.13894955,99.45652173913044
0.00152642,0.184207,99.45652173913044
0.00152642,0.24420531,99.45652173913044
0.00152642,0.32374575,99.45652173913044
0.00152642,0.42919343,99.45652173913044
0.00152642,0.5689866,99.45652173913044
0.00152642,0.75431201,99.45652173913044
0.00152642,1.0,99.45652173913044
0.00202359,1e-06,98.91304347826086
0.00202359,1.33e-06,98.91304347826086
0.00202359,1.76e-06,98.91304347826086
0.00202359,2.33e-06,98.91304347826086
0.00202359,3.09e-06,98.91304347826086
0.00202359,4.09e-06,98.91304347826086
0.00202359,5.43e-06,98.91304347826086
0.00202359,7.2e-06,98.91304347826086
0.00202359,9.54e-06,98.91304347826086
0.00202359,1.265e-05,98.91304347826086
0.00202359,1.677e-05,98.91304347826086
0.00202359,2.223e-05,98.91304347826086
0.00202359,2.947e-05,98.91304347826086
0.00202359,3.907e-05,98.91304347826086
0.00202359,5.179e-05,98.91304347826086
0.00202359,6.866e-05,98.91304347826086
0.00202359,9.103e-05,98.91304347826086
0.00202359,0.00012068,98.91304347826086
0.00202359,0.00015999,98.91304347826086
0.00202359,0.0002121,98.91304347826086
0.00202359,0.00028118,98.91304347826086
0.00202359,0.00037276,98.91304347826086
0.00202359,0.00049417,98.91304347826086
0.00202359,0.00065513,98.91304347826086
0.00202359,0.00086851,98.91304347826086
0.00202359,0.0011514,98.91304347826086
0.00202359,0.00152642,98.91304347826086
0.00202359,0.00202359,98.91304347826086
0.00202359,0.0026827,98.91304347826086
0.00202359,0.00355648,98.91304347826086
0.00202359,0.00471487,98.91304347826086
0.00202359,0.00625055,98.91304347826086
0.00202359,0.00828643,98.91304347826086
0.00202359,0.01098541,98.91304347826086
0.00202359,0.01456348,98.91304347826086
0.00202359,0.01930698,98.91304347826086
0.00202359,0.02559548,98.91304347826086
0.00202359,0.03393222,98.91304347826086
0.00202359,0.04498433,98.91304347826086
0.00202359,0.05963623,98.91304347826086
0.00202359,0.07906043,98.91304347826086
0.00202359,0.10481131,98.91304347826086
0.00202359,0.13894955,98.91304347826086
0.00202359,0.184207,98.91304347826086
0.00202359,0.24420531,98.91304347826086
0.00202359,0.32374575,98.91304347826086
0.00202359,0.42919343,98.91304347826086
0.00202359,0.5689866,98.91304347826086
0.00202359,0.75431201,98.91304347826086
0.00202359,1.0,98.91304347826086
0.0026827,1e-06,98.55072463768117
0.0026827,1.33e-06,98.55072463768117
0.0026827,1.76e-06,98.55072463768117
0.0026827,2.33e-06,98.55072463768117
0.0026827,3.09e-06,98.55072463768117
0.0026827,4.09e-06,98.55072463768117
0.0026827,5.43e-06,98.55072463768117
0.0026827,7.2e-06,98.55072463768117
0.0026827,9.54e-06,98.55072463768117
0.0026827,1.265e-05,98.55072463768117
0.0026827,1.677e-05,98.55072463768117
0.0026827,2.223e-05,98.55072463768117
0.0026827,2.947e-05,98.55072463768117
0.0026827,3.907e-05,98.55072463768117
0.0026827,5.179e-05,98.55072463768117
0.0026827,6.866e-05,98.55072463768117
0.0026827,9.103e-05,98.55072463768117
0.0026827,0.00012068,98.55072463768117
0.0026827,0.00015999,98.55072463768117
0.0026827,0.0002121,98.55072463768117
0.0026827,0.00028118,98.55072463768117
0.0026827,0.00037276,98.55072463768117
0.0026827,0.00049417,98.55072463768117
0.0026827,0.00065513,98.55072463768117
0.0026827,0.00086851,98.55072463768117
0.0026827,0.0011514,98.55072463768117
0.0026827,0.00152642,98.55072463768117
0.0026827,0.00202359,98.55072463768117
0.0026827,0.0026827,98.55072463768117
0.0026827,0.00355648,98.55072463768117
0.0026827,0.00471487,98.55072463768117
0.0026827,0.00625055,98.55072463768117
0.0026827,0.00828643,98.55072463768117
0.0026827,0.01098541,98.55072463768117
0.0026827,0.01456348,98.55072463768117
0.0026827,0.01930698,98.55072463768117
0.0026827,0.02559548,98.55072463768117
0.0026827,0.03393222,98.55072463768117
0.0026827,0.04498433,98.55072463768117
0.0026827,0.05963623,98.55072463768117
0.0026827,0.07906043,98.55072463768117
0.0026827,0.10481131,98.55072463768117
0.0026827,0.13894955,98.55072463768117
0.0026827,0.184207,98.55072463768117
0.0026827,0.24420531,98.55072463768117
0.0026827,0.32374575,98.55072463768117
0.0026827,0.42919343,98.55072463768117
0.0026827,0.5689866,98.55072463768117
0.0026827,0.75431201,98.55072463768117
0.0026827,1.0,98.55072463768117
0.00355648,1e-06,98.36956521739131
0.00355648,1.33e-06,98.36956521739131
0.00355648,1.76e-06,98.36956521739131
0.00355648,2.33e-06,98.36956521739131
0.00355648,3.09e-06,98.36956521739131
0.00355648,4.09e-06,98.36956521739131
0.00355648,5.43e-06,98.36956521739131
0.00355648,7.2e-06,98.36956521739131
0.00355648,9.54e-06,98.36956521739131
0.00355648,1.265e-05,98.36956521739131
0.00355648,1.677e-05,98.36956521739131
0.00355648,2.223e-05,98.36956521739131
0.00355648,2.947e-05,98.36956521739131
0.00355648,3.907e-05,98.36956521739131
0.00355648,5.179e-05,98.36956521739131
0.00355648,6.866e-05,98.36956521739131
0.00355648,9.103e-05,98.36956521739131
0.00355648,0.00012068,98.36956521739131
0.00355648,0.00015999,98.36956521739131
0.00355648,0.0002121,98.36956521739131
0.00355648,0.00028118,98.36956521739131
0.00355648,0.00037276,98.36956521739131
0.00355648,0.00049417,98.36956521739131
0.00355648,0.00065513,98.36956521739131
0.00355648,0.00086851,98.36956521739131
0.00355648,0.0011514,98.36956521739131
0.00355648,0.00152642,98.36956521739131
0.00355648,0.00202359,98.36956521739131
0.00355648,0.0026827,98.36956521739131
0.00355648,0.00355648,98.36956521739131
0.00355648,0.00471487,98.36956521739131
0.00355648,0.00625055,98.36956521739131
0.00355648,0.00828643,98.36956521739131
0.00355648,0.01098541,98.36956521739131
0.00355648,0.01456348,98.36956521739131
0.00355648,0.01930698,98.36956521739131
0.00355648,0.02559548,98.36956521739131
0.00355648,0.03393222,98.36956521739131
0.00355648,0.04498433,98.36956521739131
0.00355648,0.05963623,98.36956521739131
0.00355648,0.07906043,98.36956521739131
0.00355648,0.10481131,98.36956521739131
0.00355648,0.13894955,98.36956521739131
0.00355648,0.184207,98.36956521739131
0.00355648,0.24420531,98.36956521739131
0.00355648,0.32374575,98.36956521739131
0.00355648,0.42919343,98.36956521739131
0.00355648,0.5689866,98.36956521739131
0.00355648,0.75431201,98.36956521739131
0.00355648,1.0,98.18840579710145
0.00471487,1e-06,96.19565217391305
0.00471487,1.33e-06,96.19565217391305
0.00471487,1.76e-06,96.19565217391305
0.00471487,2.33e-06,96.19565217391305
0.00471487,3.09e-06,96.19565217391305
0.00471487,4.09e-06,96.19565217391305
0.00471487,5.43e-06,96.19565217391305
0.00471487,7.2e-06,96.19565217391305
0.00471487,9.54e-06,96.19565217391305
0.00471487,1.265e-05,96.19565217391305
0.00471487,1.677e-05,96.19565217391305
0.00471487,2.223e-05,96.19565217391305
0.00471487,2.947e-05,96.19565217391305
0.00471487,3.907e-05,96.19565217391305
0.00471487,5.179e-05,96.19565217391305
0.00471487,6.866e-05,96.19565217391305
0.00471487,9.103e-05,96.19565217391305
0.00471487,0.00012068,96.19565217391305
0.00471487,0.00015999,96.19565217391305
0.00471487,0.0002121,96.19565217391305
0.00471487,0.00028118,96.19565217391305
0.00471487,0.00037276,96.19565217391305
0.00471487,0.00049417,96.19565217391305
0.00471487,0.00065513,96.19565217391305
0.00471487,0.00086851,96.19565217391305
0.00471487,0.0011514,96.19565217391305
0.00471487,0.00152642,96.19565217391305
0.00471487,0.00202359,96.19565217391305
0.00471487,0.0026827,96.19565217391305
0.00471487,0.00355648,96.19565217391305
0.00471487,0.00471487,96.19565217391305
0.00471487,0.00625055,96.19565217391305
0.00471487,0.00828643,96.19565217391305
0.00471487,0.01098541,96.19565217391305
0.00471487,0.01456348,96.19565217391305
0.00471487,0.01930698,96.19565217391305
0.00471487,0.02559548,96.19565217391305
0.00471487,0.03393222,96.19565217391305
0.00471487,0.04498433,96.19565217391305
0.00471487,0.05963623,96.19565217391305
0.00471487,0.07906043,96.19565217391305
0.00471487,0.10481131,96.19565217391305
