Gamma,Lambda,Accuracy
2.33e-06,0.42919343,97.82608695652173
2.33e-06,0.5689866,96.43719806763285
2.33e-06,0.75431201,94.32367149758454
2.33e-06,1.0,91.12318840579711
3.09e-06,1e-06,0.4830917874396135
3.09e-06,1.33e-06,0.5434782608695652
3.09e-06,1.76e-06,0.30193236714975846
3.09e-06,2.33e-06,0.4830917874396135
3.09e-06,3.09e-06,0.30193236714975846
3.09e-06,4.09e-06,0.8454106280193237
3.09e-06,5.43e-06,0.5434782608695652
3.09e-06,7.2e-06,0.36231884057971014
3.09e-06,9.54e-06,0.4830917874396135
3.09e-06,1.265e-05,0.5434782608695652
3.09e-06,1.677e-05,96.79951690821255
3.09e-06,2.223e-05,98.30917874396135
3.09e-06,2.947e-05,98.49033816425121
3.09e-06,3.907e-05,98.85265700483092
3.09e-06,5.179e-05,98.85265700483092
3.09e-06,6.866e-05,98.97342995169082
3.09e-06,9.103e-05,99.03381642512076
3.09e-06,0.00012068,99.09420289855072
3.09e-06,0.00015999,99.15458937198068
3.09e-06,0.0002121,99.27536231884058
3.09e-06,0.00028118,99.33574879227052
3.09e-06,0.00037276,99.45652173913044
3.09e-06,0.00049417,99.39613526570048
3.09e-06,0.00065513,99.45652173913044
3.09e-06,0.00086851,99.51690821256038
3.09e-06,0.0011514,99.57729468599034
3.09e-06,0.00152642,99.57729468599034
3.09e-06,0.00202359,99.7584541062802
3.09e-06,0.0026827,99.7584541062802
3.09e-06,0.00355648,99.81884057971014
3.09e-06,0.00471487,99.81884057971014
3.09e-06,0.00625055,99.81884057971014
3.09e-06,0.00828643,99.81884057971014
3.09e-06,0.01098541,99.81884057971014
3.09e-06,0.01456348,99.8792270531401
3.09e-06,0.01930698,99.93961352657004
3.09e-06,0.02559548,99.93961352657004
3.09e-06,0.03393222,100.0
3.09e-06,0.04498433,100.0
3.09e-06,0.05963623,100.0
3.09e-06,0.07906043,99.93961352657004
3.09e-06,0.10481131,99.93961352657004
3.09e-06,0.13894955,99.93961352657004
3.09e-06,0.184207,99.69806763285024
3.09e-06,0.24420531,99.39613526570048
3.09e-06,0.32374575,99.21497584541062
3.09e-06,0.42919343,98.79227053140096
3.09e-06,0.5689866,97.88647342995169
3.09e-06,0.75431201,96.37681159420289
3.09e-06,1.0,94.32367149758454
4.09e-06,1e-06,0.24154589371980675
4.09e-06,1.33e-06,0.4830917874396135
4.09e-06,1.76e-06,0.24154589371980675
4.09e-06,2.33e-06,0.5434782608695652
4.09e-06,3.09e-06,0.4227053140096618
4.09e-06,4.09e-06,0.4830917874396135
4.09e-06,5.43e-06,0.36231884057971014
4.09e-06,7.2e-06,0.9057971014492754
4.09e-06,9.54e-06,95.1086956521739
4.09e-06,1.265e-05,97.46376811594203
4.09e-06,1.677e-05,98.06763285024155
4.09e-06,2.223e-05,98.42995169082126
4.09e-06,2.947e-05,98.67149758454107
4.09e-06,3.907e-05,98.67149758454107
4.09e-06,5.179e-05,98.91304347826086
4.09e-06,6.866e-05,98.97342995169082
4.09e-06,9.103e-05,99.03381642512076
4.09e-06,0.00012068,99.09420289855072
4.09e-06,0.00015999,99.09420289855072
4.09e-06,0.0002121,99.21497584541062
4.09e-06,0.00028118,99.33574879227052
4.09e-06,0.00037276,99.39613526570048
4.09e-06,0.00049417,99.39613526570048
4.09e-06,0.00065513,99.45652173913044
4.09e-06,0.00086851,99.51690821256038
4.09e-06,0.0011514,99.57729468599034
4.09e-06,0.00152642,99.57729468599034
4.09e-06,0.00202359,99.7584541062802
4.09e-06,0.0026827,99.7584541062802
4.09e-06,0.00355648,99.81884057971014
4.09e-06,0.00471487,99.81884057971014
4.09e-06,0.00625055,99.81884057971014
4.09e-06,0.00828643,99.81884057971014
4.09e-06,0.01098541,99.81884057971014
4.09e-06,0.01456348,99.81884057971014
4.09e-06,0.01930698,99.8792270531401
4.09e-06,0.02559548,99.93961352657004
4.09e-06,0.03393222,100.0
4.09e-06,0.04498433,100.0
4.09e-06,0.05963623,100.0
4.09e-06,0.07906043,100.0
4.09e-06,0.10481131,100.0
4.09e-06,0.13894955,99.93961352657004
4.09e-06,0.184207,99.93961352657004
4.09e-06,0.24420531,99.7584541062802
4.09e-06,0.32374575,99.39613526570048
4.09e-06,0.42919343,99.15458937198068
4.09e-06,0.5689866,98.73188405797102
4.09e-06,0.75431201,97.88647342995169
4.09e-06,1.0,96.43719806763285
5.43e-06,1e-06,87.56038647342996
5.43e-06,1.33e-06,92.69323671497585
5.43e-06,1.76e-06,96.31642512077295
5.43e-06,2.33e-06,96.37681159420289
5.43e-06,3.09e-06,97.10144927536231
5.43e-06,4.09e-06,97.28260869565217
5.43e-06,5.43e-06,97.16183574879227
5.43e-06,7.2e-06,97.76570048309179
5.43e-06,9.54e-06,98.0072463768116
5.43e-06,1.265e-05,98.30917874396135
5.43e-06,1.677e-05,98.42995169082126
5.43e-06,2.223e-05,98.67149758454107
5.43e-06,2.947e-05,98.67149758454107
5.43e-06,3.907e-05,98.49033816425121
5.43e-06,5.179e-05,98.79227053140096
5.43e-06,6.866e-05,98.97342995169082
5.43e-06,9.103e-05,98.97342995169082
5.43e-06,0.00012068,99.09420289855072
5.43e-06,0.00015999,99.27536231884058
5.43e-06,0.0002121,99.21497584541062
5.43e-06,0.00028118,99.39613526570048
5.43e-06,0.00037276,99.45652173913044
5.43e-06,0.00049417,99.51690821256038
5.43e-06,0.00065513,99.51690821256038
5.43e-06,0.00086851,99.63768115942028
5.43e-06,0.0011514,99.63768115942028
5.43e-06,0.00152642,99.63768115942028
5.43e-06,0.00202359,99.69806763285024
5.43e-06,0.0026827,99.7584541062802
5.43e-06,0.00355648,99.81884057971014
5.43e-06,0.00471487,99.81884057971014
5.43e-06,0.00625055,99.81884057971014
5.43e-06,0.00828643,99.81884057971014
5.43e-06,0.01098541,99.81884057971014
5.43e-06,0.01456348,99.81884057971014
5.43e-06,0.01930698,99.8792270531401
5.43e-06,0.02559548,99.93961352657004
5.43e-06,0.03393222,99.93961352657004
5.43e-06,0.04498433,100.0
5.43e-06,0.05963623,100.0
5.43e-06,0.07906043,100.0
5.43e-06,0.10481131,100.0
5.43e-06,0.13894955,100.0
5.43e-06,0.184207,99.93961352657004
5.43e-06,0.24420531,99.93961352657004
5.43e-06,0.32374575,99.81884057971014
5.43e-06,0.42919343,99.45652173913044
5.43e-06,0.5689866,99.15458937198068
5.43e-06,0.75431201,98.67149758454107
5.43e-06,1.0,97.70531400966183
7.2e-06,1e-06,97.94685990338165
7.2e-06,1.33e-06,98.06763285024155
7.2e-06,1.76e-06,98.30917874396135
7.2e-06,2.33e-06,98.18840579710145
7.2e-06,3.09e-06,98.30917874396135
7.2e-06,4.09e-06,98.36956521739131
7.2e-06,5.43e-06,98.36956521739131
7.2e-06,7.2e-06,98.42995169082126
7.2e-06,9.54e-06,98.42995169082126
7.2e-06,1.265e-05,98.55072463768117
7.2e-06,1.677e-05,98.73188405797102
7.2e-06,2.223e-05,98.55072463768117
7.2e-06,2.947e-05,98.61111111111111
7.2e-06,3.907e-05,98.85265700483092
7.2e-06,5.179e-05,98.85265700483092
7.2e-06,6.866e-05,98.97342995169082
7.2e-06,9.103e-05,98.97342995169082
7.2e-06,0.00012068,99.15458937198068
7.2e-06,0.00015999,99.21497584541062
7.2e-06,0.0002121,99.21497584541062
7.2e-06,0.00028118,99.33574879227052
7.2e-06,0.00037276,99.51690821256038
7.2e-06,0.00049417,99.57729468599034
7.2e-06,0.00065513,99.57729468599034
7.2e-06,0.00086851,99.63768115942028
7.2e-06,0.0011514,99.63768115942028
7.2e-06,0.00152642,99.63768115942028
7.2e-06,0.00202359,99.7584541062802
7.2e-06,0.0026827,99.81884057971014
7.2e-06,0.00355648,99.81884057971014
7.2e-06,0.00471487,99.81884057971014
7.2e-06,0.00625055,99.81884057971014
7.2e-06,0.00828643,99.81884057971014
7.2e-06,0.01098541,99.81884057971014
7.2e-06,0.01456348,99.81884057971014
7.2e-06,0.01930698,99.8792270531401
7.2e-06,0.02559548,99.93961352657004
7.2e-06,0.03393222,99.93961352657004
7.2e-06,0.04498433,100.0
7.2e-06,0.05963623,100.0
7.2e-06,0.07906043,100.0
7.2e-06,0.10481131,100.0
7.2e-06,0.13894955,100.0
7.2e-06,0.184207,100.0
7.2e-06,0.24420531,99.93961352657004
7.2e-06,0.32374575,99.93961352657004
7.2e-06,0.42919343,99.7584541062802
7.2e-06,0.5689866,99.45652173913044
7.2e-06,0.75431201,99.15458937198068
7.2e-06,1.0,98.49033816425121
9.54e-06,1e-06,98.61111111111111
9.54e-06,1.33e-06,98.49033816425121
9.54e-06,1.76e-06,98.67149758454107
9.54e-06,2.33e-06,98.55072463768117
9.54e-06,3.09e-06,98.61111111111111
9.54e-06,4.09e-06,98.73188405797102
9.54e-06,5.43e-06,98.61111111111111
9.54e-06,7.2e-06,98.67149758454107
9.54e-06,9.54e-06,98.67149758454107
9.54e-06,1.265e-05,98.61111111111111
9.54e-06,1.677e-05,98.85265700483092
9.54e-06,2.223e-05,98.67149758454107
9.54e-06,2.947e-05,98.85265700483092
9.54e-06,3.907e-05,98.79227053140096
9.54e-06,5.179e-05,98.91304347826086
9.54e-06,6.866e-05,98.97342995169082
9.54e-06,9.103e-05,99.03381642512076
9.54e-06,0.00012068,99.15458937198068
9.54e-06,0.00015999,99.15458937198068
9.54e-06,0.0002121,99.27536231884058
9.54e-06,0.00028118,99.33574879227052
9.54e-06,0.00037276,99.39613526570048
9.54e-06,0.00049417,99.57729468599034
9.54e-06,0.00065513,99.63768115942028
9.54e-06,0.00086851,99.69806763285024
9.54e-06,0.0011514,99.69806763285024
9.54e-06,0.00152642,99.69806763285024
9.54e-06,0.00202359,99.69806763285024
9.54e-06,0.0026827,99.81884057971014
9.54e-06,0.00355648,99.81884057971014
9.54e-06,0.00471487,99.81884057971014
9.54e-06,0.00625055,99.8792270531401
9.54e-06,0.00828643,99.8792270531401
9.54e-06,0.01098541,99.8792270531401
9.54e-06,0.01456348,99.8792270531401
9.54e-06,0.01930698,99.8792270531401
9.54e-06,0.02559548,99.8792270531401
9.54e-06,0.03393222,99.93961352657004
9.54e-06,0.04498433,99.93961352657004
9.54e-06,0.05963623,100.0
9.54e-06,0.07906043,100.0
9.54e-06,0.10481131,100.0
9.54e-06,0.13894955,100.0
9.54e-06,0.184207,100.0
9.54e-06,0.24420531,100.0
9.54e-06,0.32374575,99.93961352657004
9.54e-06,0.42919343,99.93961352657004
9.54e-06,0.5689866,99.7584541062802
9.54e-06,0.75431201,99.45652173913044
9.54e-06,1.0,99.21497584541062
1.265e-05,1e-06,98.79227053140096
1.265e-05,1.33e-06,98.91304347826086
1.265e-05,1.76e-06,98.85265700483092
1.265e-05,2.33e-06,98.79227053140096
1.265e-05,3.09e-06,98.79227053140096
1.265e-05,4.09e-06,98.79227053140096
1.265e-05,5.43e-06,98.79227053140096
1.265e-05,7.2e-06,98.79227053140096
1.265e-05,9.54e-06,98.91304347826086
1.265e-05,1.265e-05,98.85265700483092
1.265e-05,1.677e-05,98.85265700483092
1.265e-05,2.223e-05,98.85265700483092
1.265e-05,2.947e-05,98.85265700483092
1.265e-05,3.907e-05,98.91304347826086
1.265e-05,5.179e-05,98.97342995169082
1.265e-05,6.866e-05,99.09420289855072
1.265e-05,9.103e-05,99.15458937198068
1.265e-05,0.00012068,99.27536231884058
1.265e-05,0.00015999,99.27536231884058
1.265e-05,0.0002121,99.33574879227052
1.265e-05,0.00028118,99.51690821256038
1.265e-05,0.00037276,99.51690821256038
1.265e-05,0.00049417,99.69806763285024
1.265e-05,0.00065513,99.69806763285024
1.265e-05,0.00086851,99.69806763285024
1.265e-05,0.0011514,99.69806763285024
1.265e-05,0.00152642,99.69806763285024
1.265e-05,0.00202359,99.69806763285024
1.265e-05,0.0026827,99.81884057971014
1.265e-05,0.00355648,99.81884057971014
1.265e-05,0.00471487,99.8792270531401
1.265e-05,0.00625055,99.8792270531401
1.265e-05,0.00828643,99.8792270531401
1.265e-05,0.01098541,99.8792270531401
1.265e-05,0.01456348,99.8792270531401
1.265e-05,0.01930698,99.8792270531401
1.265e-05,0.02559548,99.93961352657004
1.265e-05,0.03393222,99.93961352657004
1.265e-05,0.04498433,99.93961352657004
1.265e-05,0.05963623,100.0
1.265e-05,0.07906043,100.0
1.265e-05,0.10481131,100.0
1.265e-05,0.13894955,100.0
1.265e-05,0.184207,100.0
1.265e-05,0.24420531,100.0
1.265e-05,0.32374575,100.0
1.265e-05,0.42919343,99.93961352657004
1.265e-05,0.5689866,99.93961352657004
1.265e-05,0.75431201,99.69806763285024
1.265e-05,1.0,99.51690821256038
1.677e-05,1e-06,98.97342995169082
1.677e-05,1.33e-06,98.97342995169082
1.677e-05,1.76e-06,99.09420289855072
1.677e-05,2.33e-06,98.97342995169082
1.677e-05,3.09e-06,99.09420289855072
1.677e-05,4.09e-06,99.03381642512076
1.677e-05,5.43e-06,99.03381642512076
1.677e-05,7.2e-06,99.03381642512076
1.677e-05,9.54e-06,99.03381642512076
1.677e-05,1.265e-05,99.09420289855072
1.677e-05,1.677e-05,99.09420289855072
1.677e-05,2.223e-05,99.15458937198068
1.677e-05,2.947e-05,99.21497584541062
1.677e-05,3.907e-05,99.09420289855072
1.677e-05,5.179e-05,99.21497584541062
1.677e-05,6.866e-05,99.27536231884058
1.677e-05,9.103e-05,99.33574879227052
1.677e-05,0.00012068,99.45652173913044
1.677e-05,0.00015999,99.51690821256038
1.677e-05,0.0002121,99.57729468599034
1.677e-05,0.00028118,99.57729468599034
1.677e-05,0.00037276,99.57729468599034
1.677e-05,0.00049417,99.63768115942028
1.677e-05,0.00065513,99.69806763285024
1.677e-05,0.00086851,99.69806763285024
1.677e-05,0.0011514,99.69806763285024
1.677e-05,0.00152642,99.7584541062802
1.677e-05,0.00202359,99.7584541062802
1.677e-05,0.0026827,99.8792270531401
1.677e-05,0.00355648,99.8792270531401
1.677e-05,0.00471487,99.8792270531401
1.677e-05,0.00625055,99.8792270531401
1.677e-05,0.00828643,99.8792270531401
1.677e-05,0.01098541,99.8792270531401
1.677e-05,0.01456348,99.8792270531401
1.677e-05,0.01930698,99.93961352657004
1.677e-05,0.02559548,99.93961352657004
1.677e-05,0.03393222,99.93961352657004
1.677e-05,0.04498433,100.0
1.677e-05,0.05963623,100.0
1.677e-05,0.07906043,100.0
1.677e-05,0.10481131,100.0
1.677e-05,0.13894955,100.0
1.677e-05,0.184207,100.0
1.677e-05,0.24420531,100.0
1.677e-05,0.32374575,100.0
1.677e-05,0.42919343,100.0
1.677e-05,0.5689866,99.93961352657004
1.677e-05,0.75431201,99.8792270531401
1.677e-05,1.0,99.63768115942028
2.223e-05,1e-06,99.33574879227052
2.223e-05,1.33e-06,99.33574879227052
2.223e-05,1.76e-06,99.33574879227052
2.223e-05,2.33e-06,99.33574879227052
2.223e-05,3.09e-06,99.33574879227052
2.223e-05,4.09e-06,99.33574879227052
2.223e-05,5.43e-06,99.39613526570048
2.223e-05,7.2e-06,99.33574879227052
2.223e-05,9.54e-06,99.39613526570048
2.223e-05,1.265e-05,99.33574879227052
2.223e-05,1.677e-05,99.33574879227052
2.223e-05,2.223e-05,99.39613526570048
2.223e-05,2.947e-05,99.51690821256038
2.223e-05,3.907e-05,99.51690821256038
2.223e-05,5.179e-05,99.57729468599034
2.223e-05,6.866e-05,99.57729468599034
2.223e-05,9.103e-05,99.57729468599034
2.223e-05,0.00012068,99.63768115942028
2.223e-05,0.00015999,99.63768115942028
2.223e-05,0.0002121,99.63768115942028
2.223e-05,0.00028118,99.69806763285024
2.223e-05,0.00037276,99.7584541062802
2.223e-05,0.00049417,99.69806763285024
2.223e-05,0.00065513,99.81884057971014
2.223e-05,0.00086851,99.81884057971014
2.223e-05,0.0011514,99.81884057971014
2.223e-05,0.00152642,99.81884057971014
2.223e-05,0.00202359,99.81884057971014
2.223e-05,0.0026827,99.8792270531401
2.223e-05,0.00355648,99.8792270531401
2.223e-05,0.00471487,99.8792270531401
2.223e-05,0.00625055,99.8792270531401
2.223e-05,0.00828643,99.93961352657004
2.223e-05,0.01098541,99.93961352657004
2.223e-05,0.01456348,99.93961352657004
2.223e-05,0.01930698,99.93961352657004
2.223e-05,0.02559548,100.0
2.223e-05,0.03393222,100.0
2.223e-05,0.04498433,100.0
2.223e-05,0.05963623,100.0
2.223e-05,0.07906043,100.0
2.223e-05,0.10481131,100.0
2.223e-05,0.13894955,100.0
2.223e-05,0.184207,100.0
2.223e-05,0.24420531,100.0
2.223e-05,0.32374575,100.0
2.223e-05,0.42919343,100.0
2.223e-05,0.5689866,100.0
2.223e-05,0.75431201,99.93961352657004
2.223e-05,1.0,99.8792270531401
2.947e-05,1e-06,99.7584541062802
2.947e-05,1.33e-06,99.7584541062802
2.947e-05,1.76e-06,99.7584541062802
2.947e-05,2.33e-06,99.7584541062802
2.947e-05,3.09e-06,99.7584541062802
2.947e-05,4.09e-06,99.7584541062802
2.947e-05,5.43e-06,99.7584541062802
2.947e-05,7.2e-06,99.7584541062802
2.947e-05,9.54e-06,99.7584541062802
2.947e-05,1.265e-05,99.7584541062802
2.947e-05,1.677e-05,99.7584541062802
2.947e-05,2.223e-05,99.7584541062802
2.947e-05,2.947e-05,99.7584541062802
2.947e-05,3.907e-05,99.7584541062802
2.947e-05,5.179e-05,99.7584541062802
2.947e-05,6.866e-05,99.7584541062802
2.947e-05,9.103e-05,99.7584541062802
2.947e-05,0.00012068,99.7584541062802
2.947e-05,0.00015999,99.7584541062802
2.947e-05,0.0002121,99.7584541062802
2.947e-05,0.00028118,99.7584541062802
2.947e-05,0.00037276,99.81884057971014
2.947e-05,0.00049417,99.81884057971014
2.947e-05,0.00065513,99.81884057971014
2.947e-05,0.00086851,99.81884057971014
2.947e-05,0.0011514,99.81884057971014
2.947e-05,0.00152642,99.81884057971014
2.947e-05,0.00202359,99.8792270531401
2.947e-05,0.0026827,99.8792270531401
2.947e-05,0.00355648,99.8792270531401
2.947e-05,0.00471487,100.0
2.947e-05,0.00625055,100.0
2.947e-05,0.00828643,100.0
2.947e-05,0.01098541,100.0
2.947e-05,0.01456348,100.0
2.947e-05,0.01930698,100.0
2.947e-05,0.02559548,100.0
2.947e-05,0.03393222,100.0
2.947e-05,0.04498433,100.0
2.947e-05,0.05963623,100.0
2.947e-05,0.07906043,100.0
2.947e-05,0.10481131,100.0
2.947e-05,0.13894955,100.0
2.947e-05,0.184207,100.0
2.947e-05,0.24420531,100.0
2.947e-05,0.32374575,100.0
2.947e-05,0.42919343,100.0
2.947e-05,0.5689866,100.0
2.947e-05,0.75431201,100.0
2.947e-05,1.0,99.93961352657004
3.907e-05,1e-06,99.7584541062802
3.907e-05,1.33e-06,99.7584541062802
3.907e-05,1.76e-06,99.7584541062802
3.907e-05,2.33e-06,99.7584541062802
3.907e-05,3.09e-06,99.7584541062802
3.907e-05,4.09e-06,99.7584541062802
3.907e-05,5.43e-06,99.7584541062802
3.907e-05,7.2e-06,99.7584541062802
3.907e-05,9.54e-06,99.7584541062802
3.907e-05,1.265e-05,99.7584541062802
3.907e-05,1.677e-05,99.7584541062802
3.907e-05,2.223e-05,99.7584541062802
3.907e-05,2.947e-05,99.7584541062802
3.907e-05,3.907e-05,99.7584541062802
3.907e-05,5.179e-05,99.81884057971014
3.907e-05,6.866e-05,99.81884057971014
3.907e-05,9.103e-05,99.81884057971014
3.907e-05,0.00012068,99.81884057971014
3.907e-05,0.00015999,99.81884057971014
3.907e-05,0.0002121,99.81884057971014
3.907e-05,0.00028118,99.81884057971014
3.907e-05,0.00037276,99.81884057971014
3.907e-05,0.00049417,99.81884057971014
